v8-version,7,8,279,23,-node.39,0
code-creation,Builtin,3,3834,0x1374120,413,ArraySingleArgumentConstructor_HoleySmi_DisableAllocationSites
code-creation,Builtin,3,3840,0x13742c0,249,ArraySingleArgumentConstructor_Packed_DisableAllocationSites
code-creation,Builtin,3,3845,0x13743c0,413,ArraySingleArgumentConstructor_Holey_DisableAllocationSites
code-creation,Builtin,3,3851,0x1374560,249,ArraySingleArgumentConstructor_PackedDouble_DisableAllocationSites
code-creation,Builtin,3,3856,0x1374660,429,ArraySingleArgumentConstructor_HoleyDouble_DisableAllocationSites
code-creation,Builtin,3,3862,0x1374820,68,ArrayNArgumentsConstructor
code-creation,Builtin,3,3866,0x1374880,5,InternalArrayConstructor
code-creation,Builtin,3,3870,0x13748a0,5,InternalArrayConstructorImpl
code-creation,Builtin,3,3875,0x13748c0,189,InternalArrayNoArgumentConstructor_Packed
code-creation,Builtin,3,3879,0x1374980,12,ArrayConcat
code-creation,Builtin,3,3883,0x13749a0,150,ArrayIsArray
code-creation,Builtin,3,3887,0x1374a40,12,ArrayPrototypeFill
code-creation,Builtin,3,3891,0x1374a60,3916,ArrayFrom
code-creation,Builtin,3,3895,0x13759c0,970,ArrayIncludesSmiOrObject
code-creation,Builtin,3,3899,0x1375da0,136,ArrayIncludesPackedDoubles
code-creation,Builtin,3,3904,0x1375e40,204,ArrayIncludesHoleyDoubles
code-creation,Builtin,3,3908,0x1375f20,557,ArrayIncludes
code-creation,Builtin,3,3912,0x1376160,890,ArrayIndexOfSmiOrObject
code-creation,Builtin,3,3916,0x13764e0,108,ArrayIndexOfPackedDoubles
code-creation,Builtin,3,3922,0x1376560,108,ArrayIndexOfHoleyDoubles
code-creation,Builtin,3,3928,0x13765e0,565,ArrayIndexOf
code-creation,Builtin,3,3934,0x1376820,12,ArrayPop
code-creation,Builtin,3,3940,0x1376840,708,ArrayPrototypePop
code-creation,Builtin,3,3945,0x1376b20,12,ArrayPush
code-creation,Builtin,3,3951,0x1376b40,2742,ArrayPrototypePush
code-creation,Builtin,3,3957,0x1377600,12,ArrayShift
code-creation,Builtin,3,3961,0x1377620,12,ArrayUnshift
code-creation,Builtin,3,3965,0x1377640,1106,CloneFastJSArray
code-creation,Builtin,3,3970,0x1377aa0,2566,CloneFastJSArrayFillingHoles
code-creation,Builtin,3,3977,0x13784c0,1146,ExtractFastJSArray
code-creation,Builtin,3,3983,0x1378940,299,ArrayPrototypeEntries
code-creation,Builtin,3,3989,0x1378a80,279,ArrayPrototypeKeys
code-creation,Builtin,3,3995,0x1378ba0,299,ArrayPrototypeValues
code-creation,Builtin,3,4000,0x1378ce0,4292,ArrayIteratorPrototypeNext
code-creation,Builtin,3,4006,0x1379dc0,3800,FlattenIntoArray
tick,0x7f8591be761c,4011,0,0x0,6
code-creation,Builtin,3,4029,0x137aca0,3764,FlatMapIntoArray
code-creation,Builtin,3,4045,0x137bb60,528,ArrayPrototypeFlat
code-creation,Builtin,3,4050,0x137bd80,576,ArrayPrototypeFlatMap
code-creation,Builtin,3,4054,0x137bfe0,12,ArrayBufferConstructor
code-creation,Builtin,3,4066,0x137c000,12,ArrayBufferConstructor_DoNotInitialize
code-creation,Builtin,3,4072,0x137c020,12,ArrayBufferPrototypeGetByteLength
code-creation,Builtin,3,4090,0x137c040,12,ArrayBufferIsView
code-creation,Builtin,3,4099,0x137c060,12,ArrayBufferPrototypeSlice
code-creation,Builtin,3,4119,0x137c080,628,AsyncFunctionEnter
code-creation,Builtin,3,4125,0x137c300,161,AsyncFunctionReject
code-creation,Builtin,3,4132,0x137c3c0,153,AsyncFunctionResolve
code-creation,Builtin,3,4138,0x137c460,20,AsyncFunctionLazyDeoptContinuation
code-creation,Builtin,3,4144,0x137c480,1298,AsyncFunctionAwaitCaught
code-creation,Builtin,3,4150,0x137c9a0,1298,AsyncFunctionAwaitUncaught
code-creation,Builtin,3,4156,0x137cec0,187,AsyncFunctionAwaitRejectClosure
code-creation,Builtin,3,4162,0x137cf80,179,AsyncFunctionAwaitResolveClosure
code-creation,Builtin,3,4169,0x137d040,12,BigIntConstructor
code-creation,Builtin,3,4175,0x137d060,12,BigIntAsUintN
code-creation,Builtin,3,4180,0x137d080,12,BigIntAsIntN
code-creation,Builtin,3,4186,0x137d0a0,12,BigIntPrototypeToLocaleString
code-creation,Builtin,3,4194,0x137d0c0,12,BigIntPrototypeToString
code-creation,Builtin,3,4198,0x137d0e0,12,BigIntPrototypeValueOf
code-creation,Builtin,3,4204,0x137d100,186,BooleanPrototypeToString
code-creation,Builtin,3,4209,0x137d1c0,178,BooleanPrototypeValueOf
code-creation,Builtin,3,4213,0x137d280,12,CallSitePrototypeGetColumnNumber
code-creation,Builtin,3,4218,0x137d2a0,12,CallSitePrototypeGetEvalOrigin
code-creation,Builtin,3,4222,0x137d2c0,12,CallSitePrototypeGetFileName
code-creation,Builtin,3,4227,0x137d2e0,12,CallSitePrototypeGetFunction
code-creation,Builtin,3,4231,0x137d300,12,CallSitePrototypeGetFunctionName
code-creation,Builtin,3,4236,0x137d320,12,CallSitePrototypeGetLineNumber
code-creation,Builtin,3,4240,0x137d340,12,CallSitePrototypeGetMethodName
code-creation,Builtin,3,4244,0x137d360,12,CallSitePrototypeGetPosition
code-creation,Builtin,3,4249,0x137d380,12,CallSitePrototypeGetPromiseIndex
